event,series,start,city,state,company,domain,hq,employees,ownership,founded,in_target_list,priority,bucket,have_contact
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Exo Grouop,exoinc.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"TAPP, inc.",tappinc.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,SEnergy,poweredbysenergy.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,CPP Wind Engineering Consultants,cppwind.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"Techline, Inc.",techline-inc.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Southeast Power Corporation,southeastpower.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Pickett USA,pickettusa.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,A-Rent Test Equipment,a-rent.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Equagen Llc,equagen.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Incab America,incabamerica.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Principleservices.Com,principleservices.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,ASEC Engineers,asec-engineers.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"Spartan Infrastructure, Inc.",spartaninfra.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"McCord Engineering, Inc.",mccordeng.com,,,,,YES,valDQ-review,?,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Watson Drill Rigs,watsonusa.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"Normandy Machine Company, Inc.",normandymachine.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Knight Engineering & Construction,kecinc.net,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"Synchrogrid Limited, Llc",synchrogrid.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"CHM Industries, Inc.",chmindustries.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Power Consulting Associates,powerconsultingassociates.com,,,,,YES,master-P3,E12,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Energy Reps,energyreps.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Butler & Land Inc,butlerandland.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Ampjack Industries Ltd.,ampjack.ca,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,K D Johnson Inc,kdjinc.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"J.H. Davidson & Associates, LLC",jhdavidson.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"Sempco Surveying, Inc.",sempcosurveying.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"3 Phase Technologies, LLC.",3phasetech.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"EHV Solutions, LLC.",ehvsolutions.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Center Phase Energy,centerphaseenergy.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Burns & McDonnell,burnsmcd.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,O'Brien Realty Advisors LLC,obrien-row.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"Laminated Wood Systems, Inc.",lwsinc.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,"POWER Engineers, Incorporated",powereng.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Keasler Associates,keasler.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Utility Sales Agents of North Texas,usantx.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Oberlender & Associates,oberlender.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2023,Transmission & Substation Design & Operation Symposium (TSDOS),2023-09-06,Frisco,TX,Deloney Company,deloney.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Kiewit Corp.,kiewit.com,"Omaha, NE",121330,Bootstrapped,1884,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,3M Company,3m.com,"Saint Paul, MN",94469,Public,1902,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"United Rentals, Inc.",unitedrentals.com,"Stamford, CT",45059,Public,1997,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Leidos, Inc.",leidos.com,"Reston, VA",36531,Public,1969,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Southern California Edison,sce.com,"Rosemead, CA",34823,Public Subsidiary,1886,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,HDR Inc.,hdrinc.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Wesco International, Inc.",wesco.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Hubbell Incorporated,hubbell.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,General Electric Company,ge.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Mitsubishi Electric Corp.,mitsubishielectric.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Black & Veatch,bv.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,ICF International Inc.,icf.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Osmose Pty., Ltd.",osmose.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,TRC,trccompanies.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Pike Corp.,pike.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Terracon Consultants, Inc. (Terracon)",terracon.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Prolec Energy,prolec.energy,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Alabama Power Company,alabamapower.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,LCRA,lcra.org,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Electrical Consultants, Inc. (ECI)",eciusa.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Sabre Industries, Inc.",sabreindustries.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Dashiell Corporation,dashiell.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Vaisala,vaisala.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Renewable Energy Systems (RES),res-group.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Surveying And Mapping, LLC (SAM)",sam.biz,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Michels Corporation,michels.us,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,AFL Telecommunications,aflglobal.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Megger Group Limited,megger.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Ulteig Engineers, Inc.",ulteig.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Saber Power, LLC",saberpower.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Genetec Inc.,genetec.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Kinectrics,kinectrics.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Qualus Corp.,qualuscorp.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Great Southwestern Construction, Inc.",gswc.us,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Mesa Associates, Inc",mesainc.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Chain Electric Company,chainelectric.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Electric Power Engineers, Inc",epeconsulting.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Stanley Consultants,stanleyconsultants.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Qualitrol,qualitrolcorp.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Bird Electric Enterprises, LLC",birdelectricinc.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Sediver,sediver.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Expanse Electrical Co.,expanseelectrical.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,NPK International Inc.,npki.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Doble Engineering Company,doble.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"DIS-TRAN Steel, LLC",distransteel.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"DynaGrid Construction Group, LLC",dynagrid.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Irby Construction Company,irbyconstruction.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"NEI Electric Power Engineering, Inc.",neiengineering.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Parkline Inc,parkline.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,kVP Energy Services,kvpenergy.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,Bell Lumber and Pole Company,blpole.com,,,,,,,,
Transmission & Substation Design & Operation Symposium (TSDOS) 2021,Transmission & Substation Design & Operation Symposium (TSDOS),2021-09-08,Frisco,TX,"Preferred Technologies, LLC",pref-tech.com,,,,,,,,
